"DateTime","Players","Players Trend","Twitch Viewers"
"2022-06-05 19:50:00",151435,184659.6479094365,71241
"2022-06-05 20:00:00",150156,184550.97988280177,70039
"2022-06-05 20:10:00",148791,184446.29254117783,65086
"2022-06-05 20:20:00",147428,184352.0675990195,66217
"2022-06-05 20:30:00",146357,184252.0958656972,66939
"2022-06-05 20:40:00",144439,184148.96298132546,67632
"2022-06-05 20:50:00",143054,184045.22973819758,69356
"2022-06-05 21:00:00",140785,183937.80529389088,66868
"2022-06-05 21:10:00",138486,183832.44190698513,67387
"2022-06-05 21:20:00",136590,183726.34238142462,70389
"2022-06-05 21:30:00",134219,183617.72798573246,72797
"2022-06-05 21:40:00",132960,183513.78277006565,77543
"2022-06-05 21:50:00",131506,183401.8935334381,77760
"2022-06-05 22:00:00",129761,183289.11696413826,79540
"2022-06-05 22:10:00",127562,183176.40635156733,79370
"2022-06-05 22:20:00",125582,183070.07959428203,79687
"2022-06-05 22:30:00",123746,182954.3970624691,84767
"2022-06-05 22:40:00",122026,182849.0280566574,85680
"2022-06-05 22:50:00",120483,182752.93161254353,82847
"2022-06-05 23:00:00",118606,182664.53780022595,82981
"2022-06-05 23:10:00",116022,182584.77505439884,80714
"2022-06-05 23:20:00",115014,182519.07471561187,83826
"2022-06-05 23:30:00",114403,182460.04633531658,80489
"2022-06-05 23:40:00",114171,182406.67608315442,76739
"2022-06-05 23:50:00",113722,182358.5111207515,76174
"2022-06-06 00:00:00",113570,182319.33569175907,72978
"2022-06-06 00:10:00",114687,182287.0655229164,73804
"2022-06-06 00:20:00",115743,182258.74647096905,73639
"2022-06-06 00:30:00",116819,182232.7941180522,73462
"2022-06-06 00:40:00",118577,182214.37297898426,73908
"2022-06-06 00:50:00",117089,182191.33343317916,75870
"2022-06-06 01:00:00",121490,182191.91387442854,75693
"2022-06-06 01:10:00",123697,182178.5155139647,76059
"2022-06-06 01:20:00",126809,182168.3531682092,77055
"2022-06-06 01:30:00",128948,182153.6026448797,78135
"2022-06-06 01:40:00",130924,182136.24493196723,80264
"2022-06-06 01:50:00",133319,182121.8189658735,74562
"2022-06-06 02:00:00",134507,182102.73697529337,73621
"2022-06-06 02:10:00",136525,182089.20532074594,67388
"2022-06-06 02:20:00",138998,182078.01142373166,68904
"2022-06-06 02:30:00",141164,182067.3851532805,70045
"2022-06-06 02:40:00",143942,182057.6126948714,71151
"2022-06-06 02:50:00",145819,182041.03106580183,71367
"2022-06-06 03:00:00",146754,182020.24223957473,72995
"2022-06-06 03:10:00",147245,181993.92198947832,75345
"2022-06-06 03:20:00",147792,181963.99590288108,72436
"2022-06-06 03:30:00",147979,181930.04925150116,74559
"2022-06-06 03:40:00",148421,181894.40635156725,75831
"2022-06-06 03:50:00",148427,181852.4193556162,72747
"2022-06-06 04:00:00",148343,181805.33021401425,75219
"2022-06-06 04:10:00",148811,181752.59153790012,76097
"2022-06-06 04:20:00",150400,181697.35800556387,71300
"2022-06-06 04:30:00",152426,181636.04943742085,70226
"2022-06-06 04:40:00",154438,181568.37846017192,72656
"2022-06-06 04:50:00",155508,181494.0941717623,68899
"2022-06-06 05:00:00",155931,181418.2912190823,70334
"2022-06-06 05:10:00",156241,181333.1054095742,71935
"2022-06-06 05:20:00",157223,181229.87227662097,69532
"2022-06-06 05:30:00",157444,181115.39966534462,69752
"2022-06-06 05:40:00",158140,180993.66265217873,72702
"2022-06-06 05:50:00",158272,180863.14202197987,71101
"2022-06-06 06:00:00",158506,180726.4375516444,72677
"2022-06-06 06:10:00",158999,180576.73168002535,73141
"2022-06-06 06:20:00",159972,180431.1816159863,71948
"2022-06-06 06:30:00",160608,180282.01633683132,72712
"2022-06-06 06:40:00",160463,180129.01691180514,72192
"2022-06-06 06:50:00",161475,179981.3687751335,73648
"2022-06-06 07:00:00",162600,179832.56416639112,73876
"2022-06-06 07:10:00",163746,179680.27787418047,73287
"2022-06-06 07:20:00",165438,179530.13470225298,74936
